Bin	Label	Prob	Compound Name	Rank	Model
UDN_BG_A_C_Biorec354900_M_038 & 86	True Negative	0.038	[16217112] D-glucose-C-d7   1 [17.411]	5	Reduced Model
UDN_BG_A_C_Biorec354900_M_038 & 102	True Positive	1	D-glucose [minor]	1	Reduced Model
UDN_BG_A_C_Biorec354900_M_038 & 102	True Negative	0	[16213445] L-tyrosine-3,3-d2 2 [17.791]	2	Reduced Model
UDN_BG_A_C_Biorec354900_M_038 & 102	True Negative	0	[6854] carbazole 2 [18.387]	2	Reduced Model
UDN_BG_A_C_Biorec354900_M_038 & 104	True Positive	0.999	[PNNLMET0022] galactitol [18.196]	1	Reduced Model
UDN_BG_A_C_Biorec354900_M_038 & 104	True Negative	0	[6854] carbazole 2 [18.387]	4	Reduced Model
UDN_BG_A_C_Biorec354900_M_038 & 104	True Negative	0	[5280567] 4-methylumbelliferone [18.399]	4	Reduced Model
UDN_BG_A_C_Biorec354900_M_038 & 104	True Negative	0.001	[5280567] 4-methylumbelliferone [18.491]	3	Reduced Model
UDN_BG_A_C_Biorec354900_M_038 & 104	True Negative	0.002	[16213445] L-tyrosine-3,3-d2 2 [17.791]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 49	True Positive	1	L-threonine [major]	1	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 49	True Negative	0	[369312] (-)-perillyl alcohol  [11.693]	4	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 49	True Negative	0	[237332] 5-hydroxymethylfurfural [11.706]	4	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 49	True Negative	0.005	[80922] 3,4,5-trimethoxytoluene [11.694]	3	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 49	True Negative	0.007	[68490] 2-hydroxyacetophenone 1 [12.084]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 68	True Positive	1	L-phenylalanine [major]	1	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 68	True Negative	0.001	[359] phloroglucinol [14.621]	6	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 68	True Negative	0.082	[16217724] L-asparagine-15N2,d8 2 [14.503]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 68	True Negative	0.024	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 2 [14.425]	3	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 68	True Negative	0.006	[75318] monoethyl phthalate [14.840]	4	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 68	True Negative	0.006	[16217724] L-asparagine-15N2,d8 3 [14.975]	4	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 80	True Positive	1	L-glutamine [major]	1	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 80	True Negative	0	[145900] omeprazole sulfone [16.151]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 80	True Negative	0	[7913] biuret 2 [16.111]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 80	True Negative	0	[8400] benzoin 1 [16.532]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 88	True Positive	1	citric acid	1	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 88	True Negative	0	[5281166] jasmonic acid [16.962]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 88	True Negative	0	[8400] benzoin 2 [17.102]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 88	True Negative	0	[8400] benzoin 1 [16.532]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 116	True Positive	0.994	[PNNLMET0022] galactitol [18.196]	1	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 116	True Negative	0	[6854] carbazole 2 [18.387]	4	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 116	True Negative	0.004	[5280567] 4-methylumbelliferone [18.399]	2	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 116	True Negative	0	[16213445] L-tyrosine-3,3-d2 2 [17.791]	4	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 116	True Negative	0.003	[5280567] 4-methylumbelliferone [18.491]	3	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 136	True Positive	0.989	[892] myo-inositol [19.707]	1	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 136	True Negative	0.009	[10251] flavonone 2 [19.519]	3	Reduced Model
UDN_BG_A_C_Mayo005_pool_M_044 & 136	True Negative	0.025	[10251] flavanone 2 [19.49]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 40	True Positive	1	L-serine [major]	1	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 40	True Negative	0	[913] halostachine 1 [11.202]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 40	True Negative	0	[369312] (-)-perillyl alcohol  [11.693]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 61	True Positive	1	[PNNLMET0078] D-lyxose 2[M] [15.117]	1	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 61	True Negative	0.003	[2191] anabasine [15.142]	4	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 61	True Negative	0.001	[62388] methyljasmonate 1 [15.157]	6	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 61	True Negative	0.015	[16217724] L-asparagine-15N2,d8 3 [14.975]	3	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 61	True Negative	0.002	[7913] biuret 1 [15.453]	5	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 61	True Negative	0	[75318] monoethyl phthalate [14.840]	7	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 61	True Negative	0.024	[8370] hexachlorobenzene [15.537]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 67	True Negative	0	[62388] methyljasmonate 4 [15.883]	4	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 67	True Positive	1	[6912] xylitol [15.701]	1	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 67	True Negative	0	[17262] guaiacylacetone 2 [15.636]	4	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 67	True Negative	0.002	[7913] biuret 2 [16.111]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 67	True Negative	0	[62388] methyljasmonate 3 [15.63]	4	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 67	True Negative	0	[62388] methyljasmonate 2 [15.63]	4	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 67	True Negative	0	[17262] guaiacylacetone 1 [15.576]	4	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 67	True Negative	0.001	[145900] omeprazole sulfone [16.151]	3	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 67	True Negative	0	[8370] hexachlorobenzene [15.537]	4	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 73	True Positive	1	L-glutamine [major]	1	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 73	True Negative	0.001	[145900] omeprazole sulfone [16.151]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 73	True Negative	0	[7913] biuret 2 [16.111]	3	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 73	True Negative	0	[8400] benzoin 1 [16.532]	3	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 81	True Positive	1	citric acid	1	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 81	True Negative	0	[5281166] jasmonic acid [16.962]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 81	True Negative	0	[8400] benzoin 2 [17.102]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 81	True Negative	0	[8400] benzoin 1 [16.532]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 82	True Positive	0.997	[11005] myristic acid [16.887]	1	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 82	True Negative	0.002	[5281166] jasmonic acid [16.962]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 82	True Negative	0.002	[8400] benzoin 2 [17.102]	2	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 103	True Positive	1	D-glucose [minor]	1	Reduced Model
UDN_BG_A_C_Mayo006_pool_M_040 & 103	True Negative	0.002	[16213445] L-tyrosine-3,3-d2 2 [17.791]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 45	True Positive	1	[PNNLMET0040] Impurity 001 [12.148]	1	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 45	True Negative	0	[68490] 2-hydroxyacetophenone 1 [12.084]	6	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 45	True Negative	0.002	[440473] L-mimosine 2 [12.158]	4	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 45	True Negative	0.005	[10436] orcinol [12.28]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 45	True Negative	0.001	[68490] 2-hydroxyacetophenone 2 [12.429]	5	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 45	True Negative	0	[237332] 5-hydroxymethylfurfural [11.706]	6	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 45	True Negative	0	[80922] 3,4,5-trimethoxytoluene [11.694]	6	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 45	True Negative	0.004	[369312] (-)-perillyl alcohol  [11.693]	3	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 50	True Positive	1	[PNNLMET0026] erythritol [13.176]	1	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 50	True Negative	0	[78092] 3-isochromanone [13.248]	6	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 50	True Negative	0.011	[913] halostachine 2 [13.201]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 50	True Negative	0	[568] dibenzofuran [13.402]	6	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 50	True Negative	0.002	[3314] eugenol [12.761]	4	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 50	True Negative	0.01	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	3	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 50	True Negative	0.002	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	4	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 53	True Positive	0.997	[588] Creatinine [13.825]	1	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 53	True Negative	0.001	[660] dihydrocoumarin 2 [13.669]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 53	True Negative	0	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	4	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 53	True Negative	0.001	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 64	True Positive	1	[6912] xylitol [15.701]	1	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 64	True Negative	0.003	[62388] methyljasmonate 4 [15.883]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 64	True Negative	0	[17262] guaiacylacetone 2 [15.636]	5	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 64	True Negative	0	[62388] methyljasmonate 3 [15.63]	5	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 64	True Negative	0	[62388] methyljasmonate 2 [15.63]	5	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 64	True Negative	0.003	[17262] guaiacylacetone 1 [15.576]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 64	True Negative	0.001	[7913] biuret 2 [16.111]	4	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 64	True Negative	0	[8370] hexachlorobenzene [15.537]	5	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 64	True Negative	0	[145900] omeprazole sulfone [16.151]	5	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 68	True Positive	1	L-glutamine [major]	1	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 68	True Negative	0.004	[145900] omeprazole sulfone [16.151]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 68	True Negative	0.004	[7913] biuret 2 [16.111]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 68	True Negative	0.001	[8400] benzoin 1 [16.532]	4	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 77	True Positive	0.905	[11005] myristic acid [16.887]	1	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 77	True Negative	0	[5281166] jasmonic acid [16.962]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 77	True Negative	0	[8400] benzoin 2 [17.102]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 83	False Negative	0.018	D-fructose [major]	5	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 83	True Negative	0.023	[441035] talose 2 [17.584]	4	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 83	True Negative	0.076	[16217112] D-glucose-C-d7  2 [17.604]	1	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 83	True Negative	0.001	[16213445] L-tyrosine-3,3-d2 2 [17.791]	6	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 83	True Negative	0.036	[441035] talose 1 [17.4]	3	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 83	True Negative	0	[16213445] L-tyrosine-3,3-d2 1 [17.352]	7	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 83	True Negative	0.045	[16217112] D-glucose-C-d7   1 [17.411]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 99	True Positive	0.986	D-glucose [minor]	1	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 99	True Negative	0	[16213445] L-tyrosine-3,3-d2 2 [17.791]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 113	True Positive	0.996	[892] scyllo-inositol [19.101]	1	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 113	True Negative	0	[10251] flavanone 1 [19.36]	2	Reduced Model
UDN_BG_A_C_Mayo016_pool_M_036 & 113	True Negative	0	[10251] flavonone 1 [19.39]	2	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 10	True Negative	0.015	[12205373] L-alanine-2,3,3,3-d4 [7.449]	2	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 10	True Positive	1	[PNNLMET0041] IS L-alanine d7 [7.729]	1	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 45	True Positive	1	L-serine [major]	1	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 45	True Negative	0	[913] halostachine 1 [11.202]	3	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 45	True Negative	0.002	[369312] (-)-perillyl alcohol  [11.693]	2	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 51	True Positive	0.971	[PNNLMET0027] D-threitol [13.128]	1	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 51	True Negative	0.024	[913] halostachine 2 [13.201]	4	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 51	True Negative	0.002	[78092] 3-isochromanone [13.248]	7	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 51	True Negative	0.007	[3314] eugenol [12.761]	5	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 51	True Negative	0.08	[568] dibenzofuran [13.402]	2	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 51	True Negative	0.006	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	6	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 51	True Negative	0.075	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	3	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 51	True Negative	0.001	[PNNLMET0011] m-anisic acid [12.756]	8	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 62	True Positive	0.994	L-phenylalanine [major]	1	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 62	True Negative	0	[359] phloroglucinol [14.621]	6	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 62	True Negative	0.033	[16217724] L-asparagine-15N2,d8 2 [14.503]	2	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 62	True Negative	0.033	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 2 [14.425]	2	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 62	True Negative	0.004	[75318] monoethyl phthalate [14.840]	4	Reduced Model
UDN_BG_A_C_Mayo020_pool_M_039 & 62	True Negative	0.001	[16217724] L-asparagine-15N2,d8 3 [14.975]	5	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 12	True Negative	0.024	[12205373] L-alanine-2,3,3,3-d4 [7.449]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 12	True Positive	1	[PNNLMET0041] IS L-alanine d7 [7.729]	1	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 45	True Positive	1	L-threonine [major]	1	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 45	True Negative	0	[369312] (-)-perillyl alcohol  [11.693]	4	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 45	True Negative	0.001	[237332] 5-hydroxymethylfurfural [11.706]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 45	True Negative	0	[80922] 3,4,5-trimethoxytoluene [11.694]	4	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 45	True Negative	0.001	[68490] 2-hydroxyacetophenone 1 [12.084]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 52	True Negative	0.008	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	4	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 52	True Negative	0	[78092] 3-isochromanone [13.248]	6	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 52	True Positive	1	L-pyroglutamic acid	1	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 52	True Negative	0	[568] dibenzofuran [13.402]	6	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 52	True Negative	0.017	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	3	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 52	True Negative	0.003	[913] halostachine 2 [13.201]	5	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 52	True Negative	0	[660] dihydrocoumarin 2 [13.669]	6	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 52	True Negative	0.018	[3314] eugenol [12.761]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 54	True Positive	1	[588] Creatinine [13.825]	1	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 54	True Negative	0	[660] dihydrocoumarin 2 [13.669]	4	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 54	True Negative	0.005	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	3	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 54	True Negative	0.012	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 78	True Positive	0.987	citric acid	1	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 78	True Negative	0	[5281166] jasmonic acid [16.962]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 78	True Negative	0	[8400] benzoin 2 [17.102]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 78	True Negative	0	[8400] benzoin 1 [16.532]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 86	True Positive	1	D-fructose [major]	1	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 86	True Negative	0.071	[441035] talose 2 [17.584]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 86	True Negative	0.032	[16217112] D-glucose-C-d7  2 [17.604]	5	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 86	True Negative	0	[16213445] L-tyrosine-3,3-d2 2 [17.791]	6	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 86	True Negative	0.033	[441035] talose 1 [17.4]	4	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 86	True Negative	0	[16213445] L-tyrosine-3,3-d2 1 [17.352]	6	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 86	True Negative	0.047	[16217112] D-glucose-C-d7   1 [17.411]	3	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 124	True Positive	1	[892] myo-inositol [19.707]	1	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 124	True Negative	0	[10251] flavonone 2 [19.519]	3	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 124	True Negative	0.001	[10251] flavanone 2 [19.49]	2	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 124	True Negative	0	[10251] flavonone 1 [19.39]	3	Reduced Model
UDN_BG_A_C_Mayo026_pool_M_037 & 124	True Negative	0	[10251] flavanone 1 [19.36]	3	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 13	True Negative	0.036	[12205373] L-alanine-2,3,3,3-d4 [7.449]	2	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 13	True Positive	1	[PNNLMET0041] IS L-alanine d7 [7.729]	1	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 43	True Positive	0.889	[PNNLMET0027] D-threitol [13.128]	1	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 43	True Negative	0.004	[913] halostachine 2 [13.201]	4	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 43	True Negative	0.005	[78092] 3-isochromanone [13.248]	3	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 43	True Negative	0.007	[3314] eugenol [12.761]	2	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 43	True Negative	0	[568] dibenzofuran [13.402]	7	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 43	True Negative	0.001	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	6	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 43	True Negative	0.004	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	4	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 43	True Negative	0	[PNNLMET0011] m-anisic acid [12.756]	7	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 55	True Positive	1	L-phenylalanine [major]	1	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 55	True Negative	0.006	[359] phloroglucinol [14.621]	5	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 55	True Negative	0.04	[16217724] L-asparagine-15N2,d8 2 [14.503]	3	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 55	True Negative	0.002	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 2 [14.425]	6	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 55	True Negative	0.01	[75318] monoethyl phthalate [14.840]	4	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 55	True Negative	0.058	[16217724] L-asparagine-15N2,d8 3 [14.975]	2	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 63	True Positive	1	[6912] xylitol [15.701]	1	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 63	True Negative	0.001	[62388] methyljasmonate 4 [15.883]	4	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 63	True Negative	0	[17262] guaiacylacetone 2 [15.636]	5	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 63	True Negative	0	[62388] methyljasmonate 3 [15.63]	5	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 63	True Negative	0.003	[62388] methyljasmonate 2 [15.63]	3	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 63	True Negative	0	[17262] guaiacylacetone 1 [15.576]	5	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 63	True Negative	0	[7913] biuret 2 [16.111]	5	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 63	True Negative	0.005	[145900] omeprazole sulfone [16.151]	2	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 63	True Negative	0	[8370] hexachlorobenzene [15.537]	5	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 77	True Positive	1	citric acid	1	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 77	True Negative	0	[5281166] jasmonic acid [16.962]	2	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 77	True Negative	0	[8400] benzoin 2 [17.102]	2	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 77	True Negative	0	[8400] benzoin 1 [16.532]	2	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 96	True Positive	0.998	[6251] D-mannitol [18.130]	1	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 96	True Negative	0.002	[6854] carbazole 2 [18.387]	2	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 96	True Negative	0	[5280567] 4-methylumbelliferone [18.399]	4	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 96	True Negative	0.001	[5280567] 4-methylumbelliferone [18.491]	3	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 113	True Positive	1	[892] myo-inositol [19.707]	1	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 113	True Negative	0.002	[10251] flavonone 2 [19.519]	2	Reduced Model
UDN_BG_A_C_Mayo033_pool_M_058 & 113	True Negative	0	[10251] flavanone 2 [19.49]	3	Reduced Model
UDN_BG_A_C_Mayo041_pool_M_057 & 37	True Positive	0.998	L-threonine [major]	1	Reduced Model
UDN_BG_A_C_Mayo041_pool_M_057 & 37	True Negative	0.003	[369312] (-)-perillyl alcohol  [11.693]	3	Reduced Model
UDN_BG_A_C_Mayo041_pool_M_057 & 37	True Negative	0.003	[237332] 5-hydroxymethylfurfural [11.706]	3	Reduced Model
UDN_BG_A_C_Mayo041_pool_M_057 & 37	True Negative	0	[80922] 3,4,5-trimethoxytoluene [11.694]	5	Reduced Model
UDN_BG_A_C_Mayo041_pool_M_057 & 37	True Negative	0.007	[68490] 2-hydroxyacetophenone 1 [12.084]	2	Reduced Model
UDN_BG_A_C_Mayo041_pool_M_057 & 52	True Positive	1	L-phenylalanine [major]	1	Reduced Model
UDN_BG_A_C_Mayo041_pool_M_057 & 52	True Negative	0.05	[359] phloroglucinol [14.621]	2	Reduced Model
UDN_BG_A_C_Mayo041_pool_M_057 & 52	True Negative	0.044	[16217724] L-asparagine-15N2,d8 2 [14.503]	3	Reduced Model
UDN_BG_A_C_Mayo041_pool_M_057 & 52	True Negative	0.014	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 2 [14.425]	4	Reduced Model
